name,brand,variant,power_badge,status_official,location,shop_name,price,rating,sold,url_shop,url_image
PAKET!! Games+DLC PS3 sampai Full - Flashdisk Maxell Typhoon 32GB,Sony,PlayStation,power merchant badge,False,Jakarta Selatan,Apriar,93000.0,5.0,168.0,https://www.tokopedia.com/apriarapriar/paket-games-dlc-ps3-sampai-full-flashdisk-maxell-typhoon-32gb-32gb-672e1?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/7/7/7e339a09-419e-4702-be8c-a398ca7c222d.jpg.webp?ect=4g
PS4 Fat Original Sony,Sony,PlayStation,power merchant badge,False,Malang,Ferry Pratondo (ABEL PlayStation),3400000.0,5.0,484.0,https://www.tokopedia.com/ferrypratondo/ps4-fat-original-sony-non-stick-500gb-paket-game-b?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/9/19/18c97f6a-296e-40f6-9b63-2c356c9faa1e.jpg.webp?ect=4g
Sony Playstation Portal Portabel PS5 Console Game PS 5 Gaming,Sony,PlayStation,power merchant badge,False,Malang,supergame malang,3690000.0,5.0,17.0,https://www.tokopedia.com/supergame-malang/sony-playstation-portal-portabel-ps5-console-game-ps-5-gaming-import-38c8c?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/8/26/df9bc988-a3a1-4974-b3f6-006e9a4e4777.jpg.webp?ect=4g
PS3 Slim 500GB Seri 25 Seri 20 PS 3 Slim 500 GB CFW Console Game,Sony,PlayStation,power merchant badge,False,Malang,supergame malang,1590000.0,5.0,20.0,https://www.tokopedia.com/supergame-malang/ps3-slim-500gb-seri-25-seri-20-ps-3-slim-500-gb-cfw-console-game-2000-hdd-120-gb-tanpa-stik-940f5?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/1/21/75f62f6b-df28-4d66-a0f7-f8337b15ac44.jpg.webp?ect=4g
Elden Ring + Elden Ring Shadow of The Erdtree PS4 PS5 digital,Sony,PlayStation,power merchant badge,False,Jakarta Timur,Gshopgames,349000.0,5.0,13.0,https://www.tokopedia.com/gshopgames/elden-ring-elden-ring-shadow-of-the-erdtree-ps4-ps5-digital-ps5-primary-52e14?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/6/11/1641af4f-009c-4302-928b-cf2e0bb764bf.jpg.webp?ect=4g
CARX STREET UNLIMITED GOLD ..,Sony,PlayStation,power merchant badge,False,Kab. Bandung,ajeng7362,26000.0,5.0,15.0,https://www.tokopedia.com/ajeng7362/carx-street-unlimited-gold-lvl-max-sultan-penjual-59905?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/hDjmkQ/2023/6/9/bdae85e1-daad-435a-a29e-c1b1b9428a7f.jpg.webp?ect=4g
Sony PS4 Pro SERI 72 1TB Playstation 4 Pro CUH-72XX Original,Sony,PlayStation,power merchant badge,False,Depok,JAYARAYA OFFICIAL,3350000.0,5.0,56.0,https://www.tokopedia.com/jayarayaofficial/sony-ps4-pro-seri-72-1tb-playstation-4-pro-cuh-72xx-original-1tb-play-tanpa-stik-fdc4e?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/6/23/f1187fa9-41d7-4773-82c0-dae3fd746bdd.jpg.webp?ect=4g
PS5 Slim Disc Digital Console Sony Playstation Model PS 5 Slim,Sony,PlayStation,power merchant badge,False,Malang,supergame malang,7290000.0,5.0,45.0,https://www.tokopedia.com/supergame-malang/ps5-slim-disc-digital-console-sony-playstation-model-ps-5-slim-slim-digital-jp-80a26?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/2/21/73ba4fcf-0314-4985-9c26-10db270291ac.jpg.webp?ect=4g
PlayStation 5 Disk / PS5 Console Disc Edition Slim 1TB (SI),Sony,PlayStation,power merchant badge,False,Jakarta Utara,PS Enterprise Official,7849000.0,5.0,57.0,https://www.tokopedia.com/psenterprise/playstation-5-disk-ps5-console-disc-edition-slim-1tb-si-preloved-0400c?extParam=cmp%3D1%26ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/3/13/cc05ac76-a97b-416e-ada6-4a1af9a4c5b5.jpg.webp?ect=4g
STB PS4 HEN 11 tinggal colok langsung aktif,Sony,PlayStation,power merchant badge,False,Kab. Bekasi,Boy Galaxy Game,220000.0,5.0,17.0,https://www.tokopedia.com/boygalaxygame/stb-ps4-hen-11-tinggal-colok-langsung-aktif-tanpa-flashdisk-b2e23?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/6/8/c61a15f3-2294-49cb-83a7-7f9c967a29ea.jpg.webp?ect=4g
PS5 PlayStation 5 Console Disc Version Garansi Resmi,Sony,PlayStation,power merchant badge,False,Jakarta Pusat,Butikgames,7999000.0,5.0,44.0,https://www.tokopedia.com/butikgames/ps5-playstation-5-console-disc-version-garansi-resmi-ps5-slim-jp-tanpa-game-12b68?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/7/4/18b02c5d-2cfe-41d7-8104-3af534bc37d7.jpg.webp?ect=4g
Sony Playstation Portal Portabel PS5 Console Game PS 5 Gaming,Sony,PlayStation,power merchant badge,False,Malang,focusgame,3590000.0,5.0,5.0,https://www.tokopedia.com/focusgame/sony-playstation-portal-portabel-ps5-console-game-ps-5-gaming-import-49b19?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/11/23/24602a2c-be10-4309-a5b2-e40203d8c47e.jpg.webp?ect=4g
Watch Dogs 2 PS4 PS5 digital,Sony,PlayStation,power merchant badge,False,Jakarta Timur,Gshopgames,19000.0,5.0,12.0,https://www.tokopedia.com/gshopgames/watch-dogs-2-ps4-ps5-digital-ps5-secondary-61504?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/6/20/85dc4863-af34-4508-892d-53c752d96106.jpg.webp?ect=4g
SONY PS4 Playstation 4 FAT 500 GB 1 TB Bonus Bundle Banyak Games,Sony,PlayStation,power merchant badge,False,Surabaya,Kyuuden Store,2399000.0,5.0,556.0,https://www.tokopedia.com/kyuudenmusic/sony-ps4-playstation-4-fat-500-gb-1-tb-bonus-bundle-banyak-games-500-gb-tanpa-stik?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/2/16/d5c60b35-f2be-4f49-952e-26daf91089e6.png.webp?ect=4g
PS2 FAT MATRIX HARDISK DIDALAM 60GAME,Sony,PlayStation,power merchant badge,False,Bandung,ssgame,550000.0,5.0,118.0,https://www.tokopedia.com/ssugame/ps2-fat-matrix-hardisk-didalam-60game-mesin-only?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/4/21/77884c94-a070-4c0f-83ff-9de54f8eee49.jpg.webp?ect=4g
Stik PS4 Ori Mesin Second PS Original Wireless Controller,Sony,PlayStation,power merchant badge,False,Malang,focusgame,255000.0,5.0,26.0,https://www.tokopedia.com/focusgame/stik-ps4-ori-mesin-second-ps-original-wireless-controller-putih-non-ligtb-2649e?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/11/24/21f7d21b-7955-4246-8a09-8e8e14d3da37.jpg.webp?ect=4g
It Takes Two PS4 PS5 digital sharing,Sony,PlayStation,power merchant badge,False,Jakarta Timur,Gshopgames,79000.0,5.0,48.0,https://www.tokopedia.com/gshopgames/it-takes-two-ps4-ps5-digital-sharing-ps4-secondary-4b006?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/7/3/a6910854-b624-4710-a32f-b9c124d43a02.jpg.webp?ect=4g
Dus Ps4 Fat slim Pro /Box Ps4 +Dalaman Dus,Sony,PlayStation,power merchant badge,False,Jakarta Utara,Fun Game Shop,49000.0,5.0,68.0,https://www.tokopedia.com/fungameshop/dus-ps4-fat-slim-pro-box-ps4-dalaman-dus-slim?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/7/9/21dc226e-ba92-4922-8e9f-91adf74adc91.jpg.webp?ect=4g
Hogwarts Legacy Deluxe Edition PS4 PS5 digital sharing,Sony,PlayStation,power merchant badge,False,Jakarta Timur,Gshopgames,79000.0,5.0,28.0,https://www.tokopedia.com/gshopgames/hogwarts-legacy-deluxe-edition-ps4-ps5-digital-sharing-ps4-secondary-d1f00?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/11/28/4614a156-28b2-4eb3-baa2-70943b89758e.jpg.webp?ect=4g
playstation 3 ps3 ps 3 sony slim 500 giga garansi fullgame,Sony,PlayStation,power merchant badge,False,Bandung,SGS Siliwangi games shop,1499999.0,5.0,420.0,https://www.tokopedia.com/playsiliwangi/playstation-3-ps3-ps-3-sony-slim-500-giga-garansi-fullgame-120-gb?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/product-1/2020/4/23/567294201/567294201_12842d31-efa8-4823-9bb1-ec129c8b1e3f_2048_2048.jpg.webp?ect=4g
sony ps3 ps 3 playstation 3 slim seri 25xxx paling bandel 160 gb,Sony,PlayStation,power merchant badge,False,Bandung,SGS Siliwangi games shop,1590000.0,5.0,95.0,https://www.tokopedia.com/playsiliwangi/sony-ps3-ps-3-playstation-3-slim-seri-25xxx-paling-bandel-160-gb-160gb?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/1/13/cc20179b-9c05-43d3-b3ee-3cabc6b0e51c.jpg.webp?ect=4g
Ps 3 Slim Ps3 CFW Full Game ( bisa pilih game ) Hdd 120 gb-500 gb,Sony,PlayStation,power merchant badge,False,Depok,home store2,1450000.0,5.0,185.0,https://www.tokopedia.com/homestoree/ps-3-slim-ps3-cfw-full-game-bisa-pilih-game-hdd-120-gb-500-gb-160-tanpa-stik-aabb?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/6/19/271e92aa-8ee8-4993-96ea-2011d8bb0310.jpg.webp?ect=4g
CTR Crash Team Racing + Crash Nsane Trilogy PS4 PS5 digital sharing,Sony,PlayStation,power merchant badge,False,Jakarta Timur,Gshopgames,59000.0,5.0,62.0,https://www.tokopedia.com/gshopgames/ctr-crash-team-racing-crash-nsane-trilogy-ps4-ps5-digital-sharing-ps5-secondary-32c46?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/12/3/51edb7ef-87a0-4ddb-b971-d44ff2b0ed4a.jpg.webp?ect=4g
Ps2 slim sr.9xxx hdd.120gb paket komplit,Sony,PlayStation,power merchant badge,False,Jakarta Barat,Reni gameshop,645000.0,5.0,693.0,https://www.tokopedia.com/renigameshop/ps2-slim-sr-9xxx-hdd-120gb-paket-komplit?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/8/9/d8f416f6-18ac-417b-9899-db0038c445d2.png.webp?ect=4g
Sony Playstation 5 Disc / Digital Edition PS5 PS Play Station 5 Slim,Sony,PlayStation,power merchant badge,False,Jakarta Pusat,TeknoTrend,8134000.0,5.0,87.0,https://www.tokopedia.com/teknotrend/sony-playstation-5-disc-digital-edition-ps5-ps-play-station-5-slim-disk-ver-sony-34036?extParam=ivf%3Dtrue,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/11/13/443442f3-a8d8-4f4a-9c55-4473453296ac.png.webp?ect=4g
Playstation Portal Remote Player for Playstation 5 PS5,Sony,PlayStation,power merchant badge,False,Surabaya,Next Game Official,3580000.0,5.0,27.0,https://www.tokopedia.com/nextgameofficial/playstation-portal-remote-player-for-playstation-5-ps5?extParam=ivf%3Dtrue,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/11/21/da19a490-94ea-4ef7-8ef8-97c619e4c7f3.png.webp?ect=4g
Dongle PS4 Hen Auto Hen Tanpa Cabut Colok FW 9.00 Bisa Pilih Warna !!,Sony,PlayStation,power merchant badge,False,Bogor,Electromaniacs,100000.0,5.0,170.0,https://www.tokopedia.com/electromaniacs/dongle-ps4-hen-auto-hen-tanpa-cabut-colok-fw-9-00-bisa-pilih-warna-hitam?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/12/13/3013aa00-70ed-4d9e-b385-429696217c05.jpg.webp?ect=4g
(GAME PS4 HEN) eFootball Monster Patch,Sony,PlayStation,power merchant badge,False,Jakarta Selatan,Apriar,50000.0,5.0,113.0,https://www.tokopedia.com/apriarapriar/game-ps4-hen-efootball-monster-patch-gdrive-64488?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/7/21/8c3cb7d7-18fa-411f-a1e9-3f36c3ef0acb.jpg.webp?ect=4g
Sony Playstation 5 Slim Digital / Slim Disc Edition New PS5 Slim,Sony,PlayStation,power merchant badge,False,Jakarta Pusat,New Rizkyapple,7999000.0,5.0,13.0,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEHsJaH_nhopyfbm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-H3sCGrcoiZpojeSgCoOx1qOVcuf-_Z7KWZ1FWHfNC3cOV_1DdPZOVu9B3zBgFPMWde_1ayBuVqs-6qAPEzpBVgJOePRJa8jzuH7-we9rWqACC_Mzf8MNG6JPNouYso9yWgp-9b3WAy_CFz7eR3BCug9uWo7htoAJRg3gpQ92jZZUDUSz2Q31i6sJRHsyhHpyfoArDUMoFyaUEoA1Fbm-FQRo2PcB5QiUEoiFiy3hSUstiyfV7g3P5rSBwySBwrI-5gIusPmUDUMNOQ3-BrBY5gBYxgIHi6sJObm-XP3Oig9-wy3zp9R-BrZUEH_1DUMoxPVY2gIHi6BDaHAjNbAUhHAnDHsJFHu7DUMNwyfVXgcBjy9zB9fVjraUEH_eFbm-xyBY7g9o7Usti_iUDUSC5rRzwy3hSUstigcuMUiFiPMuarfB5QiUEUSyaUiFiy3zwrfo5rM1i6sUfoZdposjOHAefo_Jao_efbm-pHOYDQfri6i-B812kgJxGgBBXZSgjH7NDZ325q1OAZ9o-Q1dFyfFN8B29zSBgHMP2_fB-8Jhk1_CoqjOR_S2go1Ok_9P68BjO_32oq1hAZS-q3cFpysoGqOKp_M2iH72DZ325q1OAZ9o-Q_ufyMO6QJBkQfBqQ1N0_BzV8V2119zguOVE_9jFHV2Wu_oHu7gD_92-PV2I1MxguV-03M2gHB2JZ9x-q9P2ysoGrVtaQIuyHB-Dy7yNrV2AZ_g-qjV2_JoGPMoWQcNxupuMy7xGPB2UuM2jzsBF3jo-ojBke3BHe72fyfODQMV9o3gsHMxfy7yNrV2AZ_g-qjV2_JoG8cz9uSBBusjF3uPj8jBkQfBy8jBd_1zcgjOc6IPy8j-M3I2mgjOc6IPy8jV2_JoG8Bja69BqusB2yf7NHfHau3Bvq1BN_M2uP1OE3_u6uJJF_M2u8JOku_C6q1BpZ3N6qMUpZMhyH7ND3uxGqMVAZ_g-qjOE_3j7HjOEyR2vuJ1a_Oz-P7Y1u_V617tNUiFiyfhOrRzBrBY2gVYfHiUEHprNosnDUSCaq3oB9f-2gmUEoA1Fbm-SQfVD9fBjUstpwe?src=directory&management_type=1&ob=0&t=desktop&dv=desktop&pub_domain=0&pub_id=0&pub_unit=0&page=2&r=https%3A%2F%2Fwww.tokopedia.com%2Fnewrizkyapple%2Fsony-playstation-5-slim-digital-slim-disc-edition-new-ps5-slim-slim-digital-internasional-c8eda%3Fsrc%3Dtopads,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/11/13/9267c181-6def-4565-861d-72bafe825305.jpg.webp?ect=4g
Kipas Fan pendingin PS5 tahan 24 jam non Stop @10.000 Rpm,Sony,PlayStation,power merchant badge,False,Surabaya,Suncell,550000.0,5.0,107.0,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_Hf6AJFosrRbm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-H3sCGrcoiZpojeSgCoOx1qOVcuf-_Z7KWZ1FWHfNC3cOV_1DdPZOVu9B3zBgFPMWde_1ayBuVqs-6qAPEzpBVgJOePRJa8jzuH7-we9rWqACC_Mzf8MNG6JPNouYso9yWgp-9b3WAy_CFz7eR3BCug9uWo7htoAJRg3gpQ92jZZUDUSz2Q31i6sJRHsyhHpyfoArDUMoFyaUE6A1Fbm-FQRo2PcB5QiUEoaFiy3hSUstiyfV7g3P5rSBwySBwrI-5gIusPmUDUMNOQ3-BrBY5gBYxgIHi6sJObm-XP3Oig9-wy3zp9R-BrZUEH_1DUMoxPVY2gIHi6BDaHAjNbAUhHAnDHsJFHu7DUMNwyfVXgcBjy9zB9fVjraUEH_eFbm-xyBY7g9o7Usti_iUDUSC5rRzwy3hSUstigcuMUiFiPMuarfB5QiUEUSyaUiFiy3zwrfo5rM1i6sUfHZdpopraoprOo_ehH_rpoaFirpowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBoe7BpZ3O6HcoD692qu7gN3_-Sq1Y2Z9P-q9P2y_-3o3ea69BqzsBE3_UN8u2_Z_g-qjV2_JoGP3Uao32q17jfZ3OqqB2Ju9xouO1F_VPcq7OE_9z6zO2D_SjhqV21_9BHuO-03uPVHV2I3_-6QuVN_uo-r7BW69BxufzFyMFNqO2yeMgxuOV2_fB-P7B2PfBiH72F3s-DPuKpeSBiHBUh3_oZgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Ao6QfUpeMgxuOV2_fB-P7B2PfBs3VgDyfNDgMzIzMNs81jfZ3Fd81O1e9xy8j-M_1ydPOKh6IPy8j-M_1ydP7B2PfBsHjNfyfO3gBBXZSgjH7NDZ325q1Ok39xHqj7p_S2-H7NEu_V6zJud_S2oH7B2PfBsHjNfyfO3gMHauMxsQ1N5Z325q1OEZ92HqBBd_uzuHJNJyR2vzVJF_Bz-q3gzv_7ibm-sQIupPcua9fBj9RyaUsthH_rR6mFirI-2yfuwyMBjUstdo_nDUMP5y3hwq3ei6soY?pub_id=0&pub_domain=0&r=https%3A%2F%2Fwww.tokopedia.com%2Fsuncell%2Fkipas-fan-pendingin-ps5-tahan-24-jam-non-stop-10-000-rpm-ps5-fat-65c7f%3Fsrc%3Dtopads&management_type=1&t=desktop&ob=0&page=2&pub_unit=0&dv=desktop&src=directory,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/4/2/fd371501-8139-4ea7-90fb-4e088fb8f9c5.png.webp?ect=4g
PSN Card US 50 usd Playstation,Sony,PlayStation,power merchant badge,False,Jakarta Utara,Rainman Game Store,775000.0,5.0,87.0,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_edHAKFoA1pbm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-H3sCGrcoiZpojeSgCoOx1qOVcuf-_Z7KWZ1FWHfNC3cOV_1DdPZOVu9B3zBgFPMWde_1ayBuVqs-6qAPEzpBVgJOePRJa8jzuH7-we9rWqACC_Mzf8MNG6JPNouYso9yWgp-9b3WAy_CFz7eR3BCug9uWo7htoAJRg3gpQ92jZZUDUSz2Q31i6sJRHsyhHpyfoArDUMoFyaUEo_nFbm-FQRo2PcB5QiUE6mFiy3hSUstiyfV7g3P5rSBwySBwrI-5gIusPmUDUMNOQ3-BrBY5gBYxgIHi6sJObm-XP3Oig9-wy3zp9R-BrZUEH_1DUMoxPVY2gIHi6BDaHAjNbAUhHAnDHsJFHu7DUMNwyfVXgcBjy9zB9fVjraUEH_eFbm-xyBY7g9o7Usti_iUDUSC5rRzwy3hSUstigcuMUiFiPMuarfB5QiUEUSyaUiFiy3zwrfo5rM1i6sUfoadNHpJFHAjRHpraHp1abm-pHOYDQfri6i-B812kgJxGgBBXZSgjH7NDZ325q1OAZ9o-Q1dFyfFN8B29zSBgHMP2_fB-P7B2PfBxHByOgAUN8u2c692gHsBN3Bo-ojBke3BHe72OysUOqB2_Z_g-Qu2k3jzu8JO9u_CHu7g0_92oPJNI3Mh68_Vt3Bzo81h91MWgu71F3jPgHjNW19Bo17BpZ37N83V9gICiQAB03BxmgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Aom83Ua1sVgHO-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7N5ysomgMV913Bvq1BRZ3BRq3oyuMhsQMhMgJPcQMoNZ_g-QAxN_uzC8VxEeMgozsxR3AJdPOxEeMgozsxRZ3BRq3Ha_SgsQugM33NGPMep_Mh-qMY2_32gH7hkqR2ouJVR_Ozs8jNEZ926uJB2_JoG8Bja69BqusBE3BPc8ujagfBvq1BE_uzsP1NkyRP6qMHp_uzs81Y1u_z617tNUiFiyfhOrRzBrBY2gVYfHiUEH_rOoaFirI-2yfuwyMBjUstOHAnDUMP5y3hwq3ei6soY?r=https%3A%2F%2Fwww.tokopedia.com%2Frainmangame%2Fpsn-card-us-50-usd-playstation%3Fsrc%3Dtopads&src=directory&page=2&ob=0&pub_unit=0&management_type=1&pub_id=0&t=desktop&pub_domain=0&dv=desktop,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/3/21/1ae2a959-88d6-4b1e-9591-c1ab41fc5e33.jpg.webp?ect=4g
"Baldur&#39;s Gate, Baldurs gate 3, Baldur&#39;s Gate 3, PS5 Digital sharing",Sony,PlayStation,power merchant badge,False,Jakarta Utara,morelife.sneakers,199000.0,5.0,44.0,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_jNHpr76AjObm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-H3sCGrcoiZpojeSgCoOx1qOVcuf-_Z7KWZ1FWHfNC3cOV_1DdPZOVu9B3zBgFPMWde_1ayBuVqs-6qAPEzpBVgJOePRJa8jzuH7-we9rWqACC_Mzf8MNG6JPNouYso9yWgp-9b3WAy_CFz7eR3BCug9uWo7htoAJRg3gpQ92jZZUDUSz2Q31i6sJRHsyhHpyfoArDUMoFyaUE6A1Fbm-FQRo2PcB5QiUE6ZFiy3hSUstiyfV7g3P5rSBwySBwrI-5gIusPmUDUMNOQ3-BrBY5gBYxgIHi6sJObm-XP3Oig9-wy3zp9R-BrZUEH_1DUMoxPVY2gIHi6BDaHAjNbAUhHAnDHsJFHu7DUMNwyfVXgcBjy9zB9fVjraUEH_eFbm-xyBY7g9o7Usti_iUDUSC5rRzwy3hSUstigcuMUiFiPMuarfB5QiUEUSyaUiFiy3zwrfo5rM1i6sUdoZd7oAjFHsyf6_JFHpKOoaFirpowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBoe7BpZ3O6HcoD692qu7gN3_-Sq1Y2Z_CHqMHa_uz0P7NJyp-oucWR_jzsHjO2Z9o-Q9zDguxjPMoW1MgsHjNfyfOuq1Y2Z9P-q9P2yM7NPujau3Bvq12W3_-zH1O1zMh6epVt3jzo8jh11MOquco73uPu8jO2H3Wqz7gt_jPZQ1Nk3MWoqju2_JoGPMoWQcNxupuM3jP3POKaQcW-qMY2_1o-r7BW69BxufzFyMFNPfoW63Wju7dF3A-Dq7BkQfBoe7BpZ37N83V9gICiQABEy1rNPOKaQcW-qMY2_1o-r7BXzsVq3JtO3AoZqVtp_3Bvq12M_32VP7O36IPy8j-M_1yNgjOc6IPy8j-M_1o-r7BX_M2iH72D3A-G83UpgI2q17jfZ32-oJN_oAC6zcWR_32gHjY1z9Po8Mrh_SB-r7BX_M2iH72D3Ao6QVByZM2xe7jfZ32o8JN_oAovzJuE_OzoH1OEu9Po8BJFZ3dFvZUDUMoDP9o7g9-wq3zwPsUi6sehHpHObm-FrMBsguYiq3ei6sKOHmFigfYxQVY2gmUEHR7?pub_id=0&pub_unit=0&ob=0&r=https%3A%2F%2Fwww.tokopedia.com%2Fmorelifesneaks%2Fbaldur-s-gate-baldurs-gate-3-baldur-s-gate-3-ps5-digital-sharing-secondary-card-61a0a%3Fsrc%3Dtopads&src=directory&pub_domain=0&page=2&t=desktop&dv=desktop&management_type=1,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/8/22/1c2cce00-260b-4e6b-a73b-d1c15853184b.jpg.webp?ect=4g
Neon Flex Logo Playstation,Sony,PlayStation,power merchant badge,False,Yogyakarta,Aray Colection,105000.0,5.0,14.0,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_jpH_Ka6Arhbm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-H3sCGrcoiZpojeSgCoOx1qOVcuf-_Z7KWZ1FWHfNC3cOV_1DdPZOVu9B3zBgFPMWde_1ayBuVqs-6qAPEzpBVgJOePRJa8jzuH7-we9rWqACC_Mzf8MNG6JPNouYso9yWgp-9b3WAy_CFz7eR3BCug9uWo7htoAJRg3gpQ92jZZUDUSz2Q31i6sJRHsyhHpyfoArDUMoFyaUE6_nFbm-FQRo2PcB5QiUEH_nDUMVDgaUEUMoxPcuSQR-N9f-N9RCaQfzOyReibm-XP3Oig9-wQfgwy3zpUsthoZFiQSuWyMua9fVjrOYag9Ji6sJObm-sy9zwq3zpUs2QHsnN6ZFaH_nFbAUhHAVPbm-X9foxQMz2gcV7guYxgIHi6sJ7HmFiy3-wPcupPmUEUjdibm-FQRo79fVDgaUEUMzBgiUDUSgBrSo2Qfdi6i-fHiUDUMVj9RosQR-BUstaosUXHpyFo_1a6_rfopUOH_yDUSHp9fh5gaUEUMuNZM2jZJ2M33NGPMep_Mh-qMY2_1o-r7BW_sCsQABE3BPc8ujagfBvq1jF_1o-r7BWPchB3czfyfOZgMHa_SgsQuu2_fB-P7B2PfBiQ_BO3_-uq1Y2ZMOgHBJh_uzcQJNAH3xqzJOE_VzZQu21yRzguOuE_3jhqO2IzMx6zO-W_M2qq7Okz3BHe72fyfODQMV9o3gqzOgR3A-Dq7BkQfBoe7BpZ37N83V9gICiQABRyf7Nqfz9_sCyHMh0Z325q1OAZ9o-Q_BNyuPjrc-D692xzpBR3A-Dq7BkQfBoe7BpZ3NcHu2yZsuyHO-t3sooq1Y2ZMgoqjuR_uydPOxEeMgozsBM_1ydPOxEeMgoe7BpZ3N6qMUpZMhyHj2Nysoj8B2_Z_g-qjja_3j78jNke_V6uJjO_S2gH7Oku9x6q1BpZ3N6qMUpZMhyH7ND3uxGqMVAZ_g-qjOd_9j7o1Y1_9xoqjud_BzsHjOJZ9B-QsnYUiFiyfhOrRzBrBY2gVYfHiUEHpnp6AnDUMPaQRuF9Ro7rMV7g3PNUs2QHZFa9ZFirI-2yfuwyMBjUstNHAnDUMP5y3hwq3ei6soY?pub_domain=0&page=2&t=desktop&management_type=1&ob=0&r=https%3A%2F%2Fwww.tokopedia.com%2Faraycolection%2Fneon-flex-logo-playstation-12x30-52962%3Fsrc%3Dtopads&pub_id=0&pub_unit=0&dv=desktop&src=directory,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/5/31/82f8d445-615a-49d0-a567-bc9ab6f75195.png.webp?ect=4g
Far Cry 6 PS4 PS5 digital sharing,Sony,PlayStation,power merchant badge,False,Jakarta Timur,Gshopgames,49000.0,5.0,13.0,https://www.tokopedia.com/gshopgames/far-cry-6-ps4-ps5-digital-sharing-ps4-secondary-752d1?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/4/25/72fc9d68-8e3b-4c59-b1d1-12f2d1a49ba9.jpg.webp?ect=4g
